J,T,Q,eff,icheck 
 0.32138839787884, 0.077169006384357, 0.0060255280759024, 0.65508570163777, 0 
 0.48208259681825, 0.029664364786189, 0.0031140650004069, 0.73088485879229, 0 
 0.64277679575767, -0.026517893548238, -0.0018412672208922, 1.4733384509476, 0 
 0.80347099469709, -0.090819147531578, -0.0093620287666583, 1.2405029027547, 0 
 0.96416519363651, -0.16251126863107, -0.019871794359341, 1.2549255957652, 0 
 1.1248593925759, -0.24092712286366, -0.033691374897911, 1.2802221316276, 0 
 1.2855535915153, -0.32554624384088, -0.051057556705617, 1.3045567555771, 0 
 1.4462477904548, -0.41600734143902, -0.072148626723266, 1.3271981443594, 0 
 1.6069419893942, -0.51206588700656, -0.097102039474228, 1.3487076590815, 0 
